-0.09722005	-0.07085745	0.04104659	-0.007560002	0.08826166	-0.077706	-0.09824899	0.041582096	0.0022548288	-0.11398822	0.047015365	-0.021105718	-0.016336853	0.040261168	0.013217222	-0.060516734
-0.09930242	-0.0872796	0.0027661896	-0.036555465	0.07734551	-0.04719105	-0.14739996	0.018119	-0.011013841	-0.16996673	0.00030167066	-0.004028995	-0.022017037	0.025177643	-0.010451427	-0.06423342
-0.15320715	-0.017820863	-0.04613855	-0.019587366	0.031896364	-0.031832606	-0.1541003	-0.03241738	0.010561935	-0.17988105	-0.01579988	0.045286894	-0.0791401	0.038839202	-0.08422582	-0.05917696
-0.03181898	-0.08896442	0.040938888	-0.05739218	0.110331126	0.016141932	-0.14443609	0.06519531	-0.043598846	-0.1438927	-0.007006543	0.022086898	-0.06651581	0.060199276	-0.064369194	-0.13345467
-0.06304638	-0.03686939	0.04140735	-0.0021125362	0.004096942	-0.040814646	-0.104673594	0.013253967	0.022239693	-0.1431464	0.012735207	-0.012178328	-0.09449426	0.024261352	-0.029645232	-0.043851066
-0.09434274	-0.040362876	0.021216692	-0.057545464	0.11247733	-0.052685715	-0.081524044	0.033425115	0.010439405	-0.01976262	0.010907858	0.03441178	-0.052990455	0.051991865	0.0053006858	-0.0553919
-0.10498857	-0.10777495	0.036063787	-0.0073570753	0.051199146	-0.038787387	-0.20292494	0.052999772	-0.02218018	-0.13276514	0.062086727	0.11526362	-0.036692277	-0.009101102	-0.009773416	-0.050086297
-0.016871339	-0.068727635	-0.06746763	-0.03347499	0.08819546	-0.0338095	-0.14396553	0.07093511	0.019821186	-0.109745726	-0.06110658	0.09458437	-0.00029254425	0.03436488	0.0141514195	-0.05040951
-0.063993774	-0.090420626	0.020948805	-0.016449772	0.060577556	0.026427163	-0.110933	0.04099825	0.001323473	-0.13027233	0.03794487	0.03531885	-0.021865645	0.07178569	-0.03510471	-0.16151398
-0.12261237	-0.04124833	0.013430012	-0.050686467	0.10114617	0.003485134	-0.08074116	0.020082073	-0.0150230415	-0.070412375	0.08161831	0.021451695	0.00274234	-0.018714119	-0.046551645	-0.09410815
